user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
207655802,3082956869,com.fitbit.FitbitMobile,false,false,false,2026-05-09T15:22:50.000Z,2026-05-09T15:22:50.000Z
207655802,3082956869,com.microsoft.Office.Outlook,false,false,false,2026-05-15T00:12:42.000Z,2026-05-15T00:12:42.000Z
207655802,3082956869,com.google.Gmail,false,false,false,2026-05-06T10:12:36.000Z,2026-05-06T10:12:36.000Z
207655802,3082956869,net.whatsapp.WhatsApp,false,false,false,2026-05-06T10:12:36.000Z,2026-05-06T10:12:36.000Z
207655802,3082956869,com.google.Maps,false,false,false,2026-05-09T15:22:33.000Z,2026-05-09T15:22:33.000Z
207655802,3082956869,com.supercell.scroll,false,false,false,2026-05-21T07:52:12.000Z,2026-05-21T07:52:12.000Z
207655802,3082956869,com.spotify.client,false,false,false,2026-05-06T10:12:36.000Z,2026-05-06T10:12:36.000Z
207655802,3082956869,com.google.calendar,false,false,false,2026-05-21T07:52:12.000Z,2026-05-21T07:52:12.000Z
207655802,3082956869,com.chess.iphone,false,false,false,2026-05-10T15:21:18.000Z,2026-05-10T15:21:18.000Z
207655802,3082956869,com.hammerandchisel.discord,false,false,false,2026-05-06T21:38:01.000Z,2026-05-06T21:38:01.000Z
207655802,3082956869,lt.manodrabuziai.fr,false,false,false,2026-06-05T10:05:31.000Z,2026-06-05T10:05:31.000Z
207655802,3082956869,com.d2l.brightspace.pulse,false,false,false,2026-05-09T15:22:33.000Z,2026-05-09T15:22:33.000Z
207655802,3082956869,com.abnamro.tikkie,false,false,false,2026-05-10T18:39:09.000Z,2026-05-10T18:39:09.000Z
207655802,3082956869,com.apple.Passbook,false,false,false,2026-05-06T12:14:07.000Z,2026-05-06T12:14:07.000Z
207655802,3082956869,com.apple.ScreenTimeNotifications,false,false,false,2026-05-15T00:12:42.000Z,2026-05-15T00:12:42.000Z
207655802,3082956869,com.apple.wifid.usernotification,false,false,false,2026-05-21T07:52:12.000Z,2026-05-21T07:52:12.000Z
207655802,3082956869,io.lonepalm.Retro,false,false,false,2026-05-27T14:45:03.000Z,2026-05-27T14:45:03.000Z
207655802,3082956869,com.uniqlo.main.europe,false,false,false,2026-06-04T11:27:48.000Z,2026-06-04T11:27:48.000Z
207655802,3082956869,com.nintendo.znba,false,false,false,2026-06-04T11:27:48.000Z,2026-06-04T11:27:48.000Z
