id,activation_date_time,expiration_date_time,creation_date_time,last_update_date_time,status,content
0e5a1f21-09aa-4403-8727-595aa352c7b0,2026-06-02 07:51:05+0000,2026-06-02 21:59:59+0000,2026-06-02 07:51:15+0000,2026-06-02 07:51:15+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Ontdek het waarom achter je slaapstatistieken met je coach"" } heading_level: LEVEL_THREE } } elements { paragraph { content { text: ""Laat je coach slaapfasen en -trends analyseren om je inzicht te geven in je slaap"" } heading_level: LEVEL_FIVE } } elements { image { document_info { document_reference: ""https://www.gstatic.com/fitbit/premium/streamcards/images/streamcard_sleep_20260414.png"" reference_type: GENERIC_URL } } } } buttons { label: ""Kijken hoe het werkt"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_PRIMARY icon_type: ICON_TYPE_UNSPECIFIED } buttons { label: ""Niet nu"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_SECONDARY icon_type: ICON_TYPE_UNSPECIFIED } label_type: STREAM_LABEL_TYPE_PREMIUM secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { date_time { year: 2026 month: 6 day: 2 hours: 9 minutes: 51 seconds: 5 nanos: 216391000 } } expire_time { date_time { year: 2026 month: 6 day: 2 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
1a1a257c-b4c0-46a7-9f2c-f77a38389149,2026-06-04 07:42:00+0000,2026-06-04 21:59:59+0000,2026-06-04 08:00:13+0000,2026-06-04 08:00:13+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Slaap bijgehouden"" } heading_level: LEVEL_TWO } } elements { sleep_stages_component { should_show_hypnogram_header: true should_show_sleep_composition: false should_show_sleep_session_selection: false sleep_stages_resource { sleep_period { resource_id: ""7704607328638095032"" } } should_show_sleep_hypnogram: true } } } label_type: STREAM_LABEL_TYPE_SLEEP secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { date_time { year: 2026 month: 6 day: 4 hours: 9 minutes: 42 } } expire_time { date_time { year: 2026 month: 6 day: 4 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
214e4898-803a-44d7-9c4c-0464dbf500a3,2026-06-01 11:31:28+0000,2026-06-01 21:59:59+0000,2026-06-01 11:31:29+0000,2026-06-01 11:31:29+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Welkom bij de nieuwe Google Health-app 👋"" } heading_level: LEVEL_TWO } } elements { paragraph { content { text: ""Hier vind je een tijdlijn van je dag, zodat je makkelijk inzicht kunt krijgen in je voortgang. Voer work-outs of slaap in om aan de slag te gaan."" } } } elements { quick_inputs_component { action_buttons { label: ""Meer informatie"" icon_type: BUTTON_ICON_TYPE_UNSPECIFIED } } } } buttons { label: ""Meer informatie"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_PRIMARY icon_type: ICON_TYPE_UNSPECIFIED } label_type: STREAM_LABEL_TYPE_NEW_FEATURE secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { date_time { year: 2026 month: 6 day: 1 hours: 13 minutes: 31 seconds: 28 } } expire_time { date_time { year: 2026 month: 6 day: 1 hours: 23 minutes: 59 seconds: 59 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
28155f79-99dc-4c9b-97df-1ccf36769a8a,2026-06-04 11:44:21+0000,2026-06-04 21:59:59+0000,2026-06-04 11:45:05+0000,2026-06-04 11:45:05+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Activiteit bijgehouden"" } heading_level: LEVEL_THREE } } elements { exercise_card_component { exercise_id: ""8430921457961278192"" } } } label_type: STREAM_LABEL_TYPE_ACTIVITY secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { timestamp { seconds: 1780573461 } } expire_time { date_time { year: 2026 month: 6 day: 4 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
6372d13c-170a-4f04-a459-f374f9039b60,2026-06-03 12:14:43+0000,2026-06-03 21:59:59+0000,2026-06-03 12:22:35+0000,2026-06-03 12:22:35+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Activiteit bijgehouden"" } heading_level: LEVEL_THREE } } elements { exercise_card_component { exercise_id: ""8314868636935554416"" } } } label_type: STREAM_LABEL_TYPE_ACTIVITY secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { timestamp { seconds: 1780488883 } } expire_time { date_time { year: 2026 month: 6 day: 3 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
698c3c1d-d6b0-42b3-a79b-50fec7decb48,2026-06-04 14:55:32+0000,2026-06-04 21:59:59+0000,2026-06-04 15:01:57+0000,2026-06-04 15:01:57+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Activiteit bijgehouden"" } heading_level: LEVEL_THREE } } elements { exercise_card_component { exercise_id: ""9154068584481880"" } } } label_type: STREAM_LABEL_TYPE_ACTIVITY secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { timestamp { seconds: 1780584932 } } expire_time { date_time { year: 2026 month: 6 day: 4 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
8351815a-4bf9-4432-b3d2-523ea354bef6,2026-06-04 11:44:11+0000,2026-06-04 21:59:59+0000,2026-06-04 11:45:06+0000,2026-06-04 11:45:06+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Train slimmer met je coach"" } heading_level: LEVEL_THREE } } elements { paragraph { content { text: ""Krijg meer inzicht in je work-outs en gepersonaliseerde begeleiding om je prestaties te verbeteren"" } heading_level: LEVEL_FIVE } } elements { image { document_info { document_reference: ""https://www.gstatic.com/fitbit/premium/streamcards/images/streamcard_fitness_20260414.png"" reference_type: GENERIC_URL } } } } buttons { label: ""Kijken hoe het werkt"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_PRIMARY icon_type: ICON_TYPE_UNSPECIFIED } buttons { label: ""Niet nu"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_SECONDARY icon_type: ICON_TYPE_UNSPECIFIED } label_type: STREAM_LABEL_TYPE_PREMIUM secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { date_time { year: 2026 month: 6 day: 4 hours: 13 minutes: 44 seconds: 11 } } expire_time { date_time { year: 2026 month: 6 day: 4 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
87ce6334-8f7e-4e51-ba9f-b24106deb92d,2026-06-02 07:51:13+0000,2026-06-16 07:51:13+0000,2026-06-02 07:51:14+0000,2026-06-02 07:51:14+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_SLEEP_LAST_NIGHT stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_UNSPECIFIED rich_content { rich_element_list { elements { paragraph { content { text: ""Maak kennis met je nieuwe slaapscore"" } heading_level: LEVEL_TWO } } elements { paragraph { content { text: ""We hebben een update voor je score doorgevoerd om je een transparant beeld van je herstel te geven. Met de opsplitsing van je nacht in bruikbare statistieken kun je duidelijk zien wat je slaapscore beïnvloedt."" } heading_level: HEADING_LEVEL_UNSPECIFIED } } elements { paragraph { content { text: "" "" } heading_level: HEADING_LEVEL_UNSPECIFIED } } elements { paragraph { content { text: ""Opmerking: De score op je apparaat kan tijdelijk afwijken van de score in de app. Er kunnen wijzigingen je recente historische gegevens zijn met onze vernieuwde algoritmen."" annotated_ranges { start_offset: 0 end_offset: 9 substring_annotation { span_style { type: BOLD } } } } } } } buttons { label: ""Meer informatie"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_PRIMARY icon_type: ICON_TYPE_UNSPECIFIED } buttons { label: ""Sluiten"" action_type: ACTION_TYPE_STANDARD button_style: BUTTON_TYPE_SECONDARY icon_type: ICON_TYPE_UNSPECIFIED } label_type: STREAM_LABEL_TYPE_NEW_FEATURE secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } card_style: CARD_STYLE_UNSPECIFIED }]"
97b121b3-f69e-4669-b3c7-f7df47c2f300,2026-06-04 08:58:01+0000,2026-06-04 21:59:59+0000,2026-06-04 09:11:04+0000,2026-06-04 09:11:04+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_TODAY_STREAM stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_TODAY_NOW rich_content { rich_element_list { elements { paragraph { content { text: ""Activiteit bijgehouden"" } heading_level: LEVEL_THREE } } elements { exercise_card_component { exercise_id: ""8371753096654020832"" } } } label_type: STREAM_LABEL_TYPE_ACTIVITY secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { timestamp { seconds: 1780563481 } } expire_time { date_time { year: 2026 month: 6 day: 4 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
c0b0ce16-ea43-4388-887f-ccadfb1ec15a,2026-06-03 04:35:00+0000,2026-06-03 21:59:59+0000,2026-06-03 05:03:06+0000,2026-06-03 05:03:06+0000,STREAM_ENTRY_STATUS_ACTIVE,"[stream_surface: STREAM_SURFACE_SLEEP_LAST_NIGHT stream_section_messages { stream_surface_section: STREAM_SURFACE_SECTION_UNSPECIFIED rich_content { rich_element_list { elements { paragraph { content { text: ""Een goede nachtrust"" } heading_level: LEVEL_TWO } } elements { paragraph { content { text: ""Je hebt de goede nachtrust gekregen die je nodig hebt om een sterke basis voor je dag te leggen."" } heading_level: HEADING_LEVEL_UNSPECIFIED } } elements { sleep_stages_component { should_show_hypnogram_header: false should_show_sleep_composition: true should_show_sleep_session_selection: false sleep_stages_resource { sleep_period { resource_id: ""4389094677436849320"" } } should_show_sleep_hypnogram: true } } } label_type: STREAM_LABEL_TYPE_SLEEP secondary_label_type: STREAM_LABEL_TYPE_UNSPECIFIED } scheduling_options { activate_time { date_time { year: 2026 month: 6 day: 3 hours: 6 minutes: 35 } } expire_time { date_time { year: 2026 month: 6 day: 3 hours: 23 minutes: 59 seconds: 59 nanos: 999999999 } } } card_style: CARD_STYLE_UNSPECIFIED }]"
